pred_speed,pred_angle,true_speed,true_angle,speed_rel_error,angle_rel_error,speed_abs_error,angle_abs_error
1.210187683105468750e+02,6.176146030426025391e+00,1.000000000000000000e+02,0.000000000000000000e+00,3.503128141164779663e-02,1.703585684299468994e-02,2.101876831054687500e+01,1.070394515991210938e-01
1.169157714843750000e+02,4.265880584716796875e-02,1.000000000000000000e+02,0.000000000000000000e+00,2.819295227527618408e-02,6.789359729737043381e-03,1.691577148437500000e+01,4.265880584716796875e-02
1.048894271850585938e+02,1.758823394775390625e-01,1.000000000000000000e+02,9.973309934139251709e-02,8.149045519530773163e-03,1.211952790617942810e-02,4.889427185058593750e+00,7.614924013614654541e-02
1.005214691162109375e+02,2.855710983276367188e-01,1.000000000000000000e+02,9.973309934139251709e-02,8.691151742823421955e-04,2.957703545689582825e-02,5.214691162109375000e-01,1.858379989862442017e-01
9.811903381347656250e+01,1.126832962036132812e-01,1.000000000000000000e+02,9.973309934139251709e-02,3.134943544864654541e-03,2.061087870970368385e-03,1.880966186523437500e+00,1.295019686222076416e-02
1.121739120483398438e+02,1.513695716857910156e-01,1.000000000000000000e+02,9.973309934139251709e-02,2.028985321521759033e-02,8.218199945986270905e-03,1.217391204833984375e+01,5.163647234439849854e-02
1.115224227905273438e+02,1.204624176025390625e-01,1.000000000000000000e+02,9.973309934139251709e-02,1.920403726398944855e-02,3.299173433333635330e-03,1.152242279052734375e+01,2.072931826114654541e-02
1.050096282958984375e+02,1.412901878356933594e-01,1.000000000000000000e+02,9.973309934139251709e-02,8.349380455911159515e-03,6.614015903323888779e-03,5.009628295898437500e+00,4.155708849430084229e-02
1.013667907714843750e+02,4.304647445678710938e-02,1.000000000000000000e+02,9.973309934139251709e-02,2.277984516695141792e-03,9.021956473588943481e-03,1.366790771484375000e+00,5.668662488460540771e-02
1.029883880615234375e+02,6.206633567810058594e+00,1.000000000000000000e+02,9.973309934139251709e-02,4.980646539479494095e-03,2.805659547448158264e-02,2.988388061523437500e+00,1.762847900390625000e-01
1.020441055297851562e+02,1.555037498474121094e-01,1.000000000000000000e+02,9.973309934139251709e-02,3.406842472031712532e-03,8.876174688339233398e-03,2.044105529785156250e+00,5.577065050601959229e-02
9.668634033203125000e+01,1.578760147094726562e-01,1.000000000000000000e+02,9.973309934139251709e-02,5.522766150534152985e-03,9.253731928765773773e-03,3.313659667968750000e+00,5.814291536808013916e-02
9.998999786376953125e+01,1.685376167297363281e-01,1.000000000000000000e+02,9.973309934139251709e-02,1.667022661422379315e-05,1.095057837665081024e-02,1.000213623046875000e-02,6.880451738834381104e-02
1.122780532836914062e+02,1.316494941711425781e-01,1.000000000000000000e+02,9.973309934139251709e-02,2.046342194080352783e-02,5.079651717096567154e-03,1.227805328369140625e+01,3.191639482975006104e-02
9.763369750976562500e+01,1.188421249389648438e-01,1.000000000000000000e+02,9.973309934139251709e-02,3.943837713450193405e-03,3.041295800358057022e-03,2.366302490234375000e+00,1.910902559757232666e-02
